epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,5757.99,0.48554,0.46433,1.04171,0.96166,0.98611,0.98936,0.83669,0.47915,0.32246,1.05772,0.0004027,0.0004027,0.0004027
183,5790.21,0.51954,0.49473,1.08604,0.97056,0.97974,0.99185,0.83638,0.52908,0.3246,1.12737,0.0003994,0.0003994,0.0003994
184,5820.95,0.49954,0.49044,1.06067,0.94651,0.9726,0.99315,0.8357,0.51312,0.31072,1.09427,0.0003961,0.0003961,0.0003961
185,5853.08,0.47635,0.46756,1.04327,0.98622,0.98611,0.99473,0.80355,0.53557,0.28368,1.12063,0.0003928,0.0003928,0.0003928
186,5883.94,0.51117,0.47629,1.06719,0.94968,0.95833,0.98777,0.80715,0.53,0.30963,1.11747,0.0003895,0.0003895,0.0003895
187,5916.03,0.51078,0.51586,1.08151,0.85028,0.875,0.90016,0.7417,0.5442,0.45687,1.14317,0.0003862,0.0003862,0.0003862
188,5946.83,0.46997,0.48493,1.04572,0.97564,0.93431,0.96067,0.80857,0.54005,0.28474,1.15728,0.0003829,0.0003829,0.0003829
189,5978.98,0.45884,0.44993,1.02636,0.94139,0.98611,0.99155,0.83116,0.52756,0.3212,1.10497,0.0003796,0.0003796,0.0003796
190,6009.8,0.48907,0.47586,1.05268,0.89239,0.89505,0.92534,0.76087,0.54526,0.49142,1.11765,0.0003763,0.0003763,0.0003763
191,6041.97,0.48039,0.46721,1.04616,0.95351,0.98611,0.98385,0.82785,0.5138,0.34065,1.09739,0.000373,0.000373,0.000373
192,6072.78,0.46747,0.45915,1.05213,0.98582,0.98471,0.99447,0.83954,0.53167,0.28503,1.12219,0.0003697,0.0003697,0.0003697
193,6104.97,0.50896,0.46579,1.07524,0.98102,0.99706,0.99432,0.86968,0.50487,0.26062,1.07929,0.0003664,0.0003664,0.0003664
194,6135.96,0.471,0.44993,1.05864,0.98498,0.98614,0.99473,0.86847,0.50609,0.26442,1.08909,0.0003631,0.0003631,0.0003631
195,6168.1,0.48164,0.45956,1.04091,0.9879,0.96943,0.994,0.84341,0.48774,0.32886,1.07978,0.0003598,0.0003598,0.0003598
196,6198.92,0.49915,0.48072,1.07506,0.9949,0.97822,0.99473,0.84981,0.49329,0.29786,1.07176,0.0003565,0.0003565,0.0003565
197,6231.03,0.4853,0.44932,1.05734,0.9885,0.98573,0.99473,0.88229,0.48807,0.3041,1.03417,0.0003532,0.0003532,0.0003532
198,6262.1,0.46944,0.46704,1.04841,0.98182,0.98955,0.99473,0.85225,0.49553,0.28146,1.08196,0.0003499,0.0003499,0.0003499
199,6294.27,0.49345,0.46099,1.0486,0.97038,0.99322,0.99447,0.83475,0.50158,0.28499,1.09963,0.0003466,0.0003466,0.0003466
200,6325.14,0.4877,0.45169,1.04813,0.99036,0.98611,0.99447,0.84902,0.52784,0.29224,1.12982,0.0003433,0.0003433,0.0003433
201,6357.35,0.47309,0.44308,1.0425,0.99133,0.98611,0.994,0.84309,0.53178,0.28795,1.15778,0.00034,0.00034,0.00034
202,6388.17,0.45868,0.46514,1.03794,0.98705,0.98035,0.994,0.83567,0.54019,0.28919,1.14612,0.0003367,0.0003367,0.0003367
203,6420.45,0.46965,0.42658,1.04026,0.98402,0.99294,0.99473,0.83693,0.54091,0.28394,1.13832,0.0003334,0.0003334,0.0003334
204,6451.22,0.46452,0.45932,1.02268,0.99675,0.99783,0.995,0.84685,0.53828,0.28208,1.1289,0.0003301,0.0003301,0.0003301
205,6483.46,0.46911,0.43621,1.03932,0.99438,0.9974,0.995,0.82749,0.53352,0.28579,1.13036,0.0003268,0.0003268,0.0003268
206,6514.34,0.46524,0.44939,1.03352,0.98955,0.99748,0.995,0.83411,0.53909,0.26427,1.14618,0.0003235,0.0003235,0.0003235
207,6546.53,0.46767,0.44921,1.04255,0.98337,1,0.995,0.83594,0.53438,0.29836,1.13314,0.0003202,0.0003202,0.0003202
208,6577.42,0.48214,0.43587,1.04141,0.98674,0.99919,0.995,0.85419,0.50807,0.30783,1.05386,0.0003169,0.0003169,0.0003169
209,6609.57,0.48759,0.46857,1.05656,0.99597,0.99276,0.995,0.87089,0.48291,0.28834,1.04446,0.0003136,0.0003136,0.0003136
210,6640.46,0.44738,0.44068,1.02268,0.90052,1,0.98902,0.86055,0.49103,0.31347,1.05148,0.0003103,0.0003103,0.0003103
211,6672.61,0.48873,0.43546,1.05772,0.91076,1,0.98193,0.85793,0.49863,0.33721,1.05224,0.000307,0.000307,0.000307
212,6703.44,0.4496,0.43082,1.03173,0.95618,0.93282,0.95966,0.85203,0.51363,0.30425,1.10454,0.0003037,0.0003037,0.0003037
213,6735.64,0.45455,0.43617,1.03422,0.95961,0.94766,0.95632,0.82055,0.47929,0.32079,1.04088,0.0003004,0.0003004,0.0003004
214,6766.41,0.48983,0.43846,1.06168,0.96611,0.95346,0.96266,0.81489,0.49358,0.30313,1.06687,0.0002971,0.0002971,0.0002971
215,6798.56,0.46885,0.43813,1.03766,0.95445,1,0.99192,0.84026,0.48992,0.2969,1.07176,0.0002938,0.0002938,0.0002938
216,6829.38,0.43778,0.41071,1.02556,0.94168,0.98611,0.99098,0.84466,0.48261,0.3089,1.05554,0.0002905,0.0002905,0.0002905
217,6861.46,0.4777,0.46878,1.05298,0.98354,0.97736,0.99406,0.84047,0.49485,0.2885,1.0938,0.0002872,0.0002872,0.0002872
218,6892.26,0.47777,0.46894,1.06317,0.99218,0.98611,0.99447,0.8518,0.52212,0.29359,1.09954,0.0002839,0.0002839,0.0002839
219,6924.36,0.46478,0.42377,1.04616,0.97747,1,0.99432,0.83586,0.54123,0.28378,1.10739,0.0002806,0.0002806,0.0002806
220,6955.19,0.46134,0.43828,1.0342,0.98302,1,0.995,0.83472,0.51712,0.28911,1.05742,0.0002773,0.0002773,0.0002773
221,6987.37,0.47359,0.46501,1.05178,0.98259,0.99417,0.99473,0.8488,0.51702,0.29073,1.08612,0.000274,0.000274,0.000274
222,7018.19,0.47059,0.4431,1.02722,0.98109,0.98611,0.99447,0.81966,0.52553,0.28095,1.09918,0.0002707,0.0002707,0.0002707
223,7050.37,0.45337,0.43287,1.03346,0.97173,0.98611,0.99381,0.82185,0.54112,0.2977,1.10253,0.0002674,0.0002674,0.0002674
224,7081.1,0.47344,0.43393,1.04827,0.98451,1,0.99432,0.85206,0.4541,0.29264,0.99165,0.0002641,0.0002641,0.0002641
225,7113.27,0.42464,0.41088,1.01541,0.98174,0.99181,0.995,0.88293,0.47457,0.27645,1.01233,0.0002608,0.0002608,0.0002608
226,7144.3,0.4475,0.43467,1.03252,0.99406,0.98505,0.99473,0.85822,0.5116,0.26315,1.04657,0.0002575,0.0002575,0.0002575
227,7176.4,0.44386,0.40966,1.02956,0.9957,1,0.995,0.84775,0.52292,0.24544,1.095,0.0002542,0.0002542,0.0002542
228,7207.22,0.43401,0.38747,1.02024,0.99733,0.99972,0.995,0.82142,0.50719,0.25142,1.08551,0.0002509,0.0002509,0.0002509
229,7239.34,0.42579,0.45118,1.0219,0.99681,1,0.995,0.81945,0.48386,0.25501,1.0503,0.0002476,0.0002476,0.0002476
230,7270.16,0.43699,0.41441,1.02415,0.9968,1,0.995,0.8348,0.48172,0.25159,1.04261,0.0002443,0.0002443,0.0002443
231,7302.33,0.46864,0.41258,1.04293,0.95858,1,0.99192,0.88779,0.44874,0.26362,0.99545,0.000241,0.000241,0.000241
232,7333.36,0.43096,0.43705,1.03172,0.99584,1,0.995,0.89868,0.43788,0.25762,0.98319,0.0002377,0.0002377,0.0002377
233,7365.8,0.42634,0.40463,1.00757,0.95479,1,0.99192,0.91209,0.43346,0.2686,0.97288,0.0002344,0.0002344,0.0002344
234,7396.77,0.42029,0.40924,1.00139,0.95813,0.99255,0.99192,0.89243,0.44247,0.27656,0.98813,0.0002311,0.0002311,0.0002311
235,7428.92,0.43596,0.38208,1.02487,0.9403,0.94061,0.987,0.86373,0.47995,0.29574,1.04382,0.0002278,0.0002278,0.0002278
236,7459.76,0.44346,0.42614,1.03167,0.92268,0.937,0.96456,0.85342,0.53737,0.31886,1.11055,0.0002245,0.0002245,0.0002245
237,7491.87,0.44353,0.40679,1.02482,0.98266,0.95833,0.9682,0.85213,0.49324,0.32286,1.02415,0.0002212,0.0002212,0.0002212
238,7522.71,0.44114,0.40995,1.03294,0.99603,1,0.995,0.88676,0.47559,0.26949,1.03,0.0002179,0.0002179,0.0002179
239,7554.86,0.4596,0.44526,1.03074,0.99643,1,0.995,0.86383,0.48938,0.26877,1.05141,0.0002146,0.0002146,0.0002146
240,7585.73,0.40295,0.36987,0.99027,0.99582,1,0.995,0.83104,0.51396,0.28935,1.08141,0.0002113,0.0002113,0.0002113
241,7617.91,0.43458,0.39989,1.01499,0.98349,0.98941,0.99473,0.81981,0.53874,0.28951,1.14757,0.000208,0.000208,0.000208
242,7648.74,0.44147,0.40097,1.04292,0.98158,0.98611,0.99381,0.79812,0.55874,0.33077,1.1613,0.0002047,0.0002047,0.0002047
243,7680.94,0.40835,0.38066,1.00264,0.98492,0.98611,0.99473,0.8076,0.54318,0.28702,1.13846,0.0002014,0.0002014,0.0002014
244,7711.72,0.44822,0.44143,1.03162,0.97873,0.98769,0.99432,0.79785,0.53006,0.27723,1.13877,0.0001981,0.0001981,0.0001981
245,7743.9,0.39345,0.38329,0.99772,0.98384,0.99214,0.99473,0.81918,0.48001,0.26992,1.04669,0.0001948,0.0001948,0.0001948
246,7774.75,0.43655,0.42273,1.02661,0.94471,0.9883,0.99165,0.84932,0.47362,0.26859,1.02153,0.0001915,0.0001915,0.0001915
247,7806.9,0.45056,0.42103,1.03565,0.9451,0.98807,0.98858,0.84804,0.47975,0.27311,1.01807,0.0001882,0.0001882,0.0001882
248,7837.74,0.42221,0.42169,1.01378,0.94444,1,0.98858,0.84881,0.50157,0.25964,1.03551,0.0001849,0.0001849,0.0001849
249,7869.88,0.43634,0.41063,1.01451,0.94716,1,0.99167,0.84302,0.49334,0.32227,1.01523,0.0001816,0.0001816,0.0001816
250,7900.71,0.44772,0.43455,1.03949,0.93897,0.99721,0.99028,0.86695,0.463,0.32207,1.00675,0.0001783,0.0001783,0.0001783
251,7932.87,0.4437,0.41853,1.01512,0.98386,1,0.99392,0.87242,0.44226,0.27618,0.99813,0.000175,0.000175,0.000175
252,7963.7,0.40041,0.38528,0.98584,0.98188,1,0.99432,0.85579,0.46379,0.29187,1.01513,0.0001717,0.0001717,0.0001717
253,7995.91,0.43062,0.39565,1.01331,0.94361,1,0.99125,0.88085,0.46478,0.29895,1.00955,0.0001684,0.0001684,0.0001684
254,8026.68,0.39261,0.34661,0.99555,0.9821,1,0.99432,0.85851,0.47717,0.26286,1.03135,0.0001651,0.0001651,0.0001651
255,8058.82,0.4169,0.3679,1.01892,0.97875,0.99782,0.99324,0.8535,0.46937,0.26388,1.0297,0.0001618,0.0001618,0.0001618
256,8089.64,0.41934,0.38372,1.01549,0.9839,0.99048,0.99473,0.83924,0.48886,0.26768,1.06019,0.0001585,0.0001585,0.0001585
257,8121.71,0.3989,0.38552,1.00847,0.98374,0.99498,0.99473,0.84214,0.48494,0.26949,1.07109,0.0001552,0.0001552,0.0001552
258,8152.53,0.44159,0.39993,1.03233,0.9818,0.99733,0.99473,0.80665,0.47997,0.27904,1.04875,0.0001519,0.0001519,0.0001519
259,8184.67,0.3948,0.37773,1.00779,0.98227,0.99748,0.99473,0.81189,0.46826,0.26651,1.04633,0.0001486,0.0001486,0.0001486
260,8215.52,0.40052,0.37264,1.00549,0.9835,1,0.99473,0.80444,0.4991,0.26109,1.09053,0.0001453,0.0001453,0.0001453
261,8247.69,0.38773,0.35208,1.0006,0.98333,1,0.99473,0.85127,0.4841,0.24954,1.07174,0.000142,0.000142,0.000142
262,8278.52,0.42179,0.38422,1.01099,0.99637,1,0.995,0.84014,0.53068,0.24895,1.12836,0.0001387,0.0001387,0.0001387
263,8310.72,0.41476,0.39262,1.00911,0.99584,1,0.995,0.84567,0.53782,0.23997,1.14404,0.0001354,0.0001354,0.0001354
264,8341.5,0.44739,0.39666,1.04579,0.99625,0.99996,0.995,0.85069,0.53183,0.24222,1.12305,0.0001321,0.0001321,0.0001321
265,8373.65,0.4248,0.37944,1.02966,0.98924,1,0.995,0.85262,0.51446,0.24722,1.08714,0.0001288,0.0001288,0.0001288
266,8404.5,0.37597,0.36524,0.98739,0.99777,0.98548,0.99473,0.85702,0.50452,0.24054,1.09335,0.0001255,0.0001255,0.0001255
267,8436.64,0.43567,0.4265,1.02397,0.99566,0.9928,0.995,0.84989,0.50349,0.25277,1.08441,0.0001222,0.0001222,0.0001222
268,8467.47,0.40951,0.38548,1.01574,0.99542,0.99894,0.995,0.84411,0.52751,0.26779,1.07794,0.0001189,0.0001189,0.0001189
269,8499.6,0.41359,0.3883,1.02154,0.99496,0.99843,0.995,0.83373,0.50244,0.2566,1.05422,0.0001156,0.0001156,0.0001156
270,8530.45,0.38831,0.37552,1.00018,0.99458,0.99797,0.995,0.86088,0.48796,0.25467,1.04421,0.0001123,0.0001123,0.0001123
271,8562.64,0.3763,0.35721,0.98881,0.99406,0.98611,0.99473,0.85711,0.49063,0.26702,1.05018,0.000109,0.000109,0.000109
272,8593.49,0.37945,0.38116,0.98462,0.99718,1,0.995,0.86274,0.50794,0.24986,1.055,0.0001057,0.0001057,0.0001057
273,8625.67,0.36716,0.34303,0.97807,0.99372,1,0.995,0.84509,0.52335,0.25995,1.05515,0.0001024,0.0001024,0.0001024
274,8656.43,0.42274,0.40466,1.02821,0.98361,0.95833,0.99192,0.84028,0.49799,0.25884,1.04184,9.91e-05,9.91e-05,9.91e-05
275,8688.56,0.38229,0.3755,0.98672,0.98713,1,0.995,0.86103,0.46311,0.25201,1.00626,9.58e-05,9.58e-05,9.58e-05
276,8719.37,0.40754,0.38832,1.01391,0.99099,1,0.995,0.86069,0.47866,0.2382,1.02387,9.25e-05,9.25e-05,9.25e-05
277,8751.47,0.40343,0.36306,1.01343,0.99022,1,0.995,0.85476,0.48461,0.23861,1.03403,8.92e-05,8.92e-05,8.92e-05
278,8782.27,0.38607,0.36203,0.98782,0.9841,1,0.995,0.85699,0.4912,0.26062,1.04207,8.59e-05,8.59e-05,8.59e-05
279,8814.38,0.36453,0.35024,0.97693,0.9814,1,0.995,0.82757,0.49835,0.26344,1.05521,8.26e-05,8.26e-05,8.26e-05
280,8845.22,0.39174,0.39009,0.99933,0.97877,1,0.995,0.85182,0.48694,0.25859,1.05491,7.93e-05,7.93e-05,7.93e-05
281,8877.32,0.38092,0.36241,0.98017,0.98142,1,0.99392,0.85235,0.51612,0.2547,1.09158,7.6e-05,7.6e-05,7.6e-05
282,8908.15,0.38393,0.37487,0.98645,0.98144,1,0.99432,0.84863,0.4961,0.24888,1.08508,7.27e-05,7.27e-05,7.27e-05
283,8940.38,0.36776,0.3587,0.99639,0.97962,1,0.99432,0.84903,0.48143,0.26384,1.05032,6.94e-05,6.94e-05,6.94e-05
284,8971.13,0.37677,0.35943,0.98488,0.98211,1,0.99432,0.85974,0.47641,0.2591,1.03708,6.61e-05,6.61e-05,6.61e-05
285,9003.26,0.39632,0.36912,1.00303,0.98218,1,0.99432,0.87011,0.47922,0.24809,1.03673,6.28e-05,6.28e-05,6.28e-05
286,9034.09,0.384,0.3508,1.00635,0.9821,1,0.99432,0.86602,0.48441,0.24784,1.03953,5.95e-05,5.95e-05,5.95e-05
287,9066.21,0.36886,0.33297,0.9931,0.98239,1,0.99432,0.86057,0.48266,0.25114,1.04165,5.62e-05,5.62e-05,5.62e-05
288,9097.03,0.38254,0.38071,0.98696,0.98337,1,0.99473,0.8562,0.47926,0.25507,1.04723,5.29e-05,5.29e-05,5.29e-05
289,9129.14,0.37989,0.35046,0.99052,0.98388,1,0.99473,0.85282,0.47402,0.25337,1.04488,4.96e-05,4.96e-05,4.96e-05
290,9159.96,0.37259,0.35552,0.98542,0.98262,1,0.99473,0.85643,0.47669,0.25716,1.0482,4.63e-05,4.63e-05,4.63e-05
291,9193.06,0.26447,0.19679,0.87164,0.98529,1,0.995,0.85282,0.48321,0.25912,1.04788,4.3e-05,4.3e-05,4.3e-05
292,9223.93,0.26382,0.20725,0.88778,0.98097,1,0.99473,0.82341,0.49884,0.25648,1.06576,3.97e-05,3.97e-05,3.97e-05
293,9256.35,0.25475,0.19091,0.86516,0.98146,1,0.99473,0.82289,0.50564,0.25234,1.07188,3.64e-05,3.64e-05,3.64e-05
294,9287.12,0.26875,0.18688,0.89969,0.98169,1,0.99473,0.8215,0.50632,0.25524,1.07135,3.31e-05,3.31e-05,3.31e-05
295,9319.28,0.26942,0.19111,0.87307,0.98227,1,0.99473,0.82192,0.50119,0.25533,1.06641,2.98e-05,2.98e-05,2.98e-05
296,9350.14,0.25701,0.188,0.87391,0.98514,1,0.995,0.8228,0.4939,0.25073,1.0646,2.65e-05,2.65e-05,2.65e-05
297,9382.27,0.26033,0.18892,0.8732,0.98555,1,0.995,0.82627,0.49042,0.25116,1.06066,2.32e-05,2.32e-05,2.32e-05
298,9413.11,0.25276,0.18057,0.86851,0.9849,1,0.995,0.82892,0.48872,0.25286,1.06542,1.99e-05,1.99e-05,1.99e-05
299,9445.28,0.24535,0.19107,0.85996,0.98597,1,0.995,0.83112,0.48981,0.2512,1.07,1.66e-05,1.66e-05,1.66e-05
300,9476.13,0.26697,0.18465,0.87291,0.98528,1,0.995,0.83203,0.4939,0.24858,1.08166,1.33e-05,1.33e-05,1.33e-05
